Unnamed: 0,text,label
14720,Got a hot date tonight ... With a lunesta and my bed... Hope the kid doesn't mess it up,1
2422,"@USER__________ I had to go get my repeat of Fluoxetine, otherwise I wouldn't have gone out today.",1
1477,@USER________ #Zimmerman was removed from Vyvanse for mood swings before he was put on Adderall See Med report:pic.twitter.com/4QQroTmzIE,1
12803,statin standoff: does rosuvastatin tip the balance in diabetic patients? HTTPURL_______________,1
7894,@USER_____ hahahaha get on the fluoxetine mate,1
16120,Metformin beats other type 2 diabetes drugs for those newly diagnosed: study. @USER___________,1
1427,Prozac Nation is v good even tho I'm on chapter one,1
8508,@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____,1
980,pretty sure the quetiapine was affecting my sense of taste,0
8363,My mom's friend asked what workout I do to keep my stomach so flat. When I told her Vyvanse and coffee she didn't look too pleased.,1
1830,"its astonishing the amount of people that dont understand english, btw mother won't give me food unless i take my olanzapine blackmail",1
8112,"""slow down, you sound like the end of a cymbalta commercial..."" ~lucille bluth #arresteddevelopment #purefuckinggold",1
13756,@USER_____ lunesta is pretty safe as far as drugs go. not a psychotropic like ambien.,1
8765,Anyone taken #Vayarin or #Latuda? What did you think? #depression #bipolar,1
14053,convinced jobe that iron man eats applesauce with imodium in it when his tummy hurts so he did it too. i win! 👍,1
1824,whats the highest dose of olanzapine anyone has been on? for me the highest i have taken is 20mg olanzapine which is the bnf limit,1
9813,i wonder what would happen if i just stopped taking my fluoxetine,1
13813,"""i was the first sperm to my mommy's egg. she ain't like it should've put a nuvaring on it"" lmfao 😂😂😂",1
9547,"let me be your fiend, you be my nicotine",1
13026,suddenly my mind is filled w/ rofecoxib ..vioxx   such a nerd drokygeekynerd doesnt make much sense @USER___________ @USER__,1
7731,@USER____ Like brain cipro.,1
115,@USER_______ not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;,0
9791,@USER_________ what the hell is vimpat &amp; keppra?&amp; the only bitch here is you.can't drop it and move on can you..nope drama.,1
13789,foto A Fishy Albuterol Flavor And Flippant Cherry Flavors Are Mixed In The 1996 Pinot Noir From Chateau Merde. bitches,1
257,"No med orders til Effexor is fully exited. Still having brain shivers, but mostly when I don't eat. #effexor #withdrawal #depression",0
9230,It would be good in my opinion to study a combo of alcohol & peppermint oil in lozenge form for various types of cancer. It could IMHO work.,1
16197,"@USER________ Tadalafil, Sildenafil, Vardenafil from Factory with high quality and nice price.  bob@USER____.compic.twitter.com/bp5q98qvbh",1
13447,This Imodium saved me.,1
11392,"""@USER__________: we get it. eliquis has about 1000 different potential bleeding problems. i'm gonna pass."" why even have an fda, right?",1
4227,Correct! @USER_____ @USER___ @USER____ @USER___ @USER________ @USER____ Q10 Answer: Ciprofloxacin and Metronidazole (Flagyl)  #ABIMTweetShow,1
362,rt @USER____: @USER_________ does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.,0
13750,"@USER_____ well tenofovir &amp; emtricitabine which are in truvada, are very toxic w/prolonged use",1
219,i hate the low after the high on vyvanse,0
5332,The antipsychotic aripiprazole (Abilify) and Depression and pain agent duloxetine  are the top-selling US prescription drugs.,1
15209,@USER_________ only 3 re-fils on your albuterol Rx is tough boy,1
169,what idiot named it prozac instead of sadvil,0
14020,New FDA approved oral med BELVIQ as effective as Januvia in attacking T2 #Diabetes? #MEDEDpic.twitter.com/YtLuZF3Uur,1
5054,I hope the Humira starts working as fast as the Remicade did.,1
3377,"@USER____ ugh that's terrible! I worry since I'm only 18 and can't use Simponi, Humira, or Remicade already. Methotrexate is my lifeline.",1
1740,you ever have a fishermen's friend throat lozenge? if that shit don't wake you up nothing's gonna.,1
6128,@USER____ he took me off paxil and onto welbutron  cause my mom thinks im crazy.  im just love sick,1
15285,@USER___ Desiccated thyroid treatment has the same research as Levothyroxine before it was thrust at us - none. Yet patients far prefer it,1
12116,@USER it's your fault i didn't know what thalidomide was. fucking googled it didn't i.,1
8814,depression hurts. cymbalta can help. HTTPURL_______________,1
8221,"@USER________ Im fucking possible .... You'll never do it... Not without an accomplice and fluoxetine **grabs keys, grand antidepressants **",1
13848,@USER_______ @USER____ I got your fuckin' burrito. Got it right here. Along with a nice romcom I pulled up on Netflix. :D and imodium,1
15500,@USER________ hahaha nice :p i did this essay for biology about sildenafil and how it affects hypertension. cgmp comes into it so i wondered,1
3716,"$FRX finally launches Namenda XR in US, 3 years after approval. Twice daily to once daily, but more importantly extends memantine franchise.",1
90,@USER_________ i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured,0
12718,Montanaro: 3. lansoprazole x-reacts with rabeprazole but not any others #ACAAI,1
16071,the situation was made worse by expiration of certain co-promotion agreements for drugs such as enbrel,1
7342,All these years and nobody thought to offer batman a throat lozenge??,1
15514,"Controller COPD meds: long-acting B agonists (salmeterol), inhaled glucocorticoids (fluticasone) & long-acting anticholinergics (tiotropium)",1
10547,"@USER___________ lyryca, pregabalin, but gabapentin worked well on many 1'8 grams...",1
16251,Dude where's my Advair,1
207,how do u do it? u got me losing every breath. what did u give me to make my heart beat out my chest? #vyvanse,0
9079,rt @USER_______: comparison of 4 #antipsychotics in patients over 40 with psychiatric disorders. #quetiapine least safe HTTPURL_____________,1
14320,advair be tripping with thier prices smh,1
10251,I hate that Victoza commercial. It makes me think my phones goes off like twice,1
17007,Tiotropium bromide: a long-acting anticholinergic bronchodilator used in chronic obstructive pulmonary disease (COPD)pic.twitter.com/viN3eidw8i,1
2501,Taking a seroquel at 11 pm is an awful idea but it's my only hope of getting any sleep tonight.,1
2554,Kaitlynn can replace my fluoxetine and ill be okay forever,1
16891,perbandingan antara denmark bear VS puffy bear #bonekawisuda #bonekabandungpic.twitter.com/XPIr9rpxYy,1
7818,"out of my original script for 150mg of effexor xr, I am down to the halfway point...75 mg to go...",1
14376,Bayer To Bombay HC: Alert: Compulsory licence granted for patented cancer drug Nexavar,1
2415,I think  im  going to go and take my zyprexa I think when your alone all the time that's form of abuse,1
6897,"600 mg ibuprofen, 600 mg of tylenol, and ciprofloxacin to help me get through this paper.",1
555,the one time i'm glad for seroquel memory loss,0
15445,powerful but not mutual slimy read spirited old what is nog anyway? nexium painter and i death well usurp bonzi pickle sarah hyland,1
13493,"School starts right away, but let's place our emphasis on Zostavax immunizations instead of childhood immunizations.  Great job, Goofmart.",1
14566,Value of spiriva respimat as add on therapy in uncontrolled asthma? ICS/LABA/tio improved fev1 in trials #BTSWinter,1
6214,paxil bottle: take 1 by mouth twice daily~ ok *takes 2,1
14257,Watching the Crestor guy makes my blood pressure spike,1
2173,"@USER________: #MyBoyfriendNotAllowedTo ""vent"" to other female ? wtf she aint dr.phil nor a therapist ? depressed ? get cymbalta.""”",1
16171,@USER_________ it was horrible they removed mine yesterday so happy im going to try the nuvaring I guess,1
3740,"When I can't sleep I start to list the drugs I know in alphabetical order - abciximab, acamprosate, alendronate, zzzz(olpidem, opiclone)...",1
17123,$MNKD SFI sold Exubera to Pfizer. Knew the limitations. Saw the $2b+ loss. Yet still continues to invest in afrezza.,1
13753,Suboxone Directory can get you the help you need! Rubina Mental Healthcare Center assists with #mentalhealth and provides #suboxone.,1
6959,lamotrigine remains unclear whether the limited efficacy of gainst brain metastases,1
13338,why does symbicort cost $200. excuse my asthma,1
13239,@USER______ Dear God - do we ban asthmatics next? First eFags then Ventolin users puffing away... @USER_________,1
10492,Still also on Viibryd and Lorazepam though. But noo I also have Rispendal. Three medications.,1
10939,BMS/Pfizer's anti-clotting medicine Eliquis is under FDA review to prevent post-surgery DVT. It seems well on path to blockbuster status!,1
14260,@USER______ @USER___________. Nope it was prescribed by my Doctor still has Vioxx pills in it I obviously quit taking them cuz recall,1
10219,@USER_____ I'm on Metformin and sitagliptin but I'm ok with those. I hope you have better luck with Sulfasalazine side effects than I have x,1
12115,just want to find out on my 18th birthday i'm actually the princess of januvia 👸,1
11117,I'm side effect free so far after my first Tysabri infusion.  :)  #Tysabri #ms #multiplesclerosis,1
6863,picked the right days to be busy - my right knee is now boiling and so swollen. i knew this was coming soon. i need #enbrel back in my life!,1
10885,while on latuda you can't eat grapefruit or drink grapefruit juice,1
17139,"@USER________ wait...are you the infamous miralax bully? you're my hero, man! such an inspiration.",1
13686,when ventolin actually works &gt;&gt;&gt;,1
14396,"OMG, I need my ventolin inhaler...hiks....",1
12835,#easd2014 DeFronzo: linagliptin alone shows drift upward in A1c at 12 wks,1
16857,I really need ventolin these days !,1
7318,"rt @USER_________: $frx finally launches namenda xr in us, 3 years after approval. twice daily to once daily, but more importantly extends …",1
3883,That prozac life...,1
6633,Just got px with drug allergy with ciprofloxacin & levofloxacin hmm (•̪ - •̪)...,1
8079,"back in the gym and feeling good, thank the lawd! actually, thank humira.",1
11641,"Tomorrow, you are a career pharmacist filling out a prescription for success. Pop promotion pills and OD on the Temazepam of triumph.",1
10523,"@USER__________ Great question. Complex answer. PSU BOT = Frazier = Merck = Vioxx settlement w/ Corbett. Surma, Suhey, Garban... @USER_____",1
15483,"But when Nuvaring goes in, booty call is ON! “@USER_____: When Invisalign goes in, booty call is off!”",1
10996,"After watching that Xarelto commercial, you're better off taking your chances of having a stroke.",1
1299,"@USER_________ @USER___ @USER___ @USER________ cause here is baclofen toxicity(mostly)not BD.No plausible cause but testing was done,caveat",1
11666,@USER_________ i understand your point and true in most cases. gabapentin did not relieve my pain and ultracet was also combined. frustrated,1
14919,@USER____ nexium is the shit pal,1
15334,maybe i'm so sore because i haven't taken my suboxone for several days. it's such a pain in the arse to take though.,1
6967,i need a prozac and a beer right about now. 😖,1
3715,"Saxagliptin, am I right, guys? Ha.pic.twitter.com/2teWUbTJBZ",1
11380,you country fucks i got you victoza,1
979,"whilst most kids ask santa for xmas presents, i'm like, can we reduce my quetiapine intake, i need to get out of bed",0
16851,"what i'm getting at here is, i would be fucking with some oxycodone right now",1
9465,@USER______ yes. he needs lithium. prozac. and a dick to think about other than mine. he literally is dying for my cock. 150 plus times he,1
15637,"@USER________ diclofenac (Voltarol). i had a frozen shoulder once - it was murder. feeling your pain, wishing you better.  x",1
12387,i really wish suboxone was easy to get i hate this shit so bad.,1
8597,effects of Xarelto & Warfarin include exanguination. then they tell u don't take garlic. why not just take garlic? anyone die from garlic?,1
10548,Well I staying on my Ivig infusion and now adding  Tysabri to the mix. Two a month,1
13499,"Really enjoyed the panel yesterday at the Exelon Innovation Expo. Thanks @USER__ , @USER____, @USER__________!",1
14908,Got the plug on Lunesta who tryna get a full nites sleep??,1
16368,I really hope this is the last time I have to see the cholesterol specialist... But I seriously slacked off this week with my crestor so...,1
8209,"@USER__________ @USER_________ @USER_____ Tysabri is alpha4beta1; vedolizumab is alpha4beta7, this integrin used for access lamina propria",1
13951,Need that adderall plug to survive through finals week,1
16066,@USER___ Why is this still a question? The answer is: maintenance with buprenorphine or methadone is the only evidence based treatment,1
1721,Love seeing/hearing a fellow latino pronouncing Guzman properly...but Some1 get @USER___________ a throat lozenge :),1
10233,"@USER________ not exactly. added to what i already had. i'm on hydrochlorothiazide (diuretic) and nebivolol (beta blocker), but they did not",1
9394,may be put on a higher dose of fluoxetine aswell.. hmmh..,1
7366,so watching an ad for cymbalta... more than half deal with side effects... #nothanks,1
9775,@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______,1
16336,Lunesta take me to dreamland!,1
2695,Paroxetine + clonazepam + levomepromazine = #goodnight,1
3297,@USER______ Been on Victoza for about 2 mths & my levels have dropped from over 100 to 55!!  Dr was so pleased & I'm really happy too :),1
4035,@USER_______ running out of alcohol fast and like if i take trazodone after i drink i wont wake up right?,1
4718,#FDA rejects #Bayer’s #Xarelto to reduce risk of stent thrombosis in patients w/ acute coronary syndrome $BAYRY #pharma #biotech #heart,1
17098,"@USER_____ good and bad. Good: the enbrel is working, my inflammation is now in the normal range (and I can stop the plaquenil!)",1
6749,rt @USER_________: @USER_________   you do not need to fail a first line dmt to go directly to natalizumab of fingo. read the fda label,1
4028,I've been feeling good all week.  I'm taking 300Mg of Wellbutrin and Abilify in the morning and 150Mg of Wellburtin and Trazodone at night.,1
3248,I <3 Xarelto®,1
4804,"Mood stabilizer used with bipolar depressed patient is(Lamotrigine) cuz it'll not shift them to manic episode,may cause skin Rash#psychiatry",1
4997,@USER_______ @USER______ @USER______ Nice! That #Humira pen is something else... Some weeks I miss my #Enbrel! #rheum,1
13967,Day one on the increased synthroid -- joint pain in left foot mightily improved! And I am totally not tired. <3,1
3524,I would not have lived through work yesterday without that vyvanse #clutch,1
15835,New post (Six Diet Pills with Hidden Sibutramine Recalled) has been published on Get Fit Bookmark,1
16558,We literally have to give my dog miraLAX,1
15904,"@USER_________ REALLY ADVAIR is not a RESCUE inhaler,u & @USER___ shld b held acctable if some1 dies, NEVER use Purple DISC 4 rescue,i#wrong",1
7274,@USER______ depression hurts. i need some cymbalta.,1
11147,Thanks @USER________ for helping my bipolar depression and getting me Latuda  #truefriend,1
11362,peace ✌️ alvessogang.   new clothing   été 2k14 alvesso gang party HTTPURL_______________,1
1247,"third night of diarrhea and first dose of norfloxacin, gosh.. gonna die of dehydration",1
4829,"before that, i was using olanzapine @USER____ @USER___",1
1592,@USER________ Stopping Effexor is probably good but not suddenly! xxx,1
97,i'm going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.,0
17116,"@USER_________ potential diff. is Contrave not yet rejected in EU. 70% of Meridia & Xenical sales were ex-US, no generic phentermine compet.",1
16074,@USER______ lunesta is a terrible drug.,1
11657,"Results of my tweet survey on numbers using pregabalin without side effects - zero. On the other hand, those with side effects - zero. :o/",1
9806,“@USER_________: the depression is real.” @USER____,1
4883,Humira might cause cancer... I'd rather suffer with psoriasis.,1
928,@USER_____ @USER_____ yeah pregabalin calms my bipolar ii too - but not in the numbing way that prozac does.,0
4737,"Alendronate - hip, vertebral and non-vertebral; Boniva - Vertebral; Actonel- Hip, vertebral and non-vertebral; Ibandronate- increases BMD",1
12497,"Yo…WHY is this patient on Crestor 40mg, Zetia 10mg, Lovaza 4g, Niaspan 1g, Trilipix 135mg AND Welchol 3.75g?…dude…i can’t with docs today",1
17009,Finals: an adderall dealers best friend,1
8847,@USER__________ But u will feel soooo much better when you are of that shit! Hold on! #venlafaxine #effexor,1
15156,bob's winery combines sultry albuterol overtones and a disguised vinegar essence in their 2011 cabernet sauvignon. #onelasttime,1
7325,"@USER________ it's not quite as fun, but you could try a throat lozenge/cough drop.",1
6346,rt @USER_______: “@USER____: “@USER______: @USER____ is it safe to use semtex with the bipolar medication quetiapine? xx”  it's safe i take…,1
228,@USER______ cause humira gives me a lot of rashes and like most of these drugs.. skin sensitivity happens,0
6309,kiss a nigga taste that nicotine,1
2025,@USER________ @USER________ then i think trazodone works specifically for insomnia (depression too but bleh),1
13401,dammit i can't find the abbott website that i need to research synthroid amongst all this tony abbot junk,1
616,"@USER________ I find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine I can (mostly) deal with.",0
10257,Wish my followers schedules coincided with my adderall highs so they could actually be around when my tweets are somewhat interesting,1
3834,@USER_________ Johnny's Junior usually stay Jrs until they're old enough to need Boniva,1
16767,@USER__________ i only yawn if i dont take my scripted to me suboxone,1
16874,I have officially been on Enbrel for one month! #yesitishelping #biologics #rasucks #lovemynewrheumy,1
6441,rt @USER______: depression hurts.. cymbalta can help so can..   warm weather winning the lottery sex chocolate beer whiskey bacon weed ecst…,1
12833,after this dustin johnson ruling @USER_________ players are sweatin bullets. 95% of the the tour has allegedly been suspended for sildenafil,1
717,forgetting to take meds then having a day feeling like absolute shit. fluoxetine u r shit,0
17017,@USER_____ nah one is a muscle relaxer cyclobenzaprine and the other is some type of pain reliever diclofenac idk,1
6545,When 97% of your drugs ad is a list side effects it's not even fun to make fun of anymore. #cymbalta #DepressionIsNoLaughingMatter.,1
6301,@USER___________ the fda approval study for humira and they started adding the methotrexate and its really did a lot for me. :),1
7679,"rt @USER____: fda gives first approval for a  nonhormonal hot flash treatment -- paroxetine  (brisdelle), an ssri. big news! HTTPURL________",1
1635,"@USER___ @USER________ Cipro can do a lot worse than that!  Google ""floxing"" or ""Cipro poisoning"" or ""fluoroquinolone toxicity syndrome"".",1
16157,.@USER___ unlike big pharma here: Bextra Vioxx Paxil Avandia Hyalgan Zyprexa Seroquel Depakote Aggrenox Atrovent Combivent Micardis Aranesp,1
163,you guys are going to have to hear about my withdrawal from paxil. unfollow while you have the chance!!!  day one....,0
3794,"Please, Seroquel, just knock me out already!",1
7009,need a lozenge like holy fuck,1
13249,tweet antara class. 5 minit breaks be like whattttt,1
15215,@USER______ have you tried ranolazine yet?,1
11155,@USER_________ thank you for your response I know your time is very valuable my ortho doctor has me on got me on Gabapentin and not better.,1
13897,"@USER___ @USER___ Draskia, it might be insulin resistance. Lord knows once i got on metformin i was okay",1
10179,@USER_________ what are some good websites 2 go 2 for healthy diabetic recipes?  My husband is type 2. He takes januvia (a diabetic pill).,1
637,guess i'm allergic to cipro...,0
14904,moxie session potato chips sqrmodso scene like diarrhea and diapers. crestor gonz cascara sagrada lovely super janice stool softener,1
13034,i'm actually funny lol. handing out imodium &amp; gravol for halloween when they get sick of candy. HTTPURL_______________,1
14982,"@USER_______ yup i have this biogesic, bioflu, hydrite, imodium and fruits. #seniorcitizenmode",1
5408,@USER___________ @USER____ I did all my IVFs while on fluoxetine and Vitalab were never worried.,1
11749,#tipsfornewyoutubefans carries hair is actually just a blonde dyed meridia wig,1
5268,Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #ziprasidone AKA #Geodon),1
8779,I tried to think of the cold rain as a minty lozenge for the skin but it didn't work and now if you're not careful I will cry on you.,1
6273,El cafe americano de sweet & coffee tiene prozac,1
14823,"@USER______ mine kicks in when symbicort wears off morning &amp; night. i'm so confused, i'm not asthmatic!",1
9177,@USER_______ it's a safe drug and used widely here on civilians under the brand names quetiapine and seroquel but i've never seen +700mg!,1
13164,"#WINRegion1 Janese Murray, VP D&I Exelon was awesome!!",1
15274,bitches wanna cheers do motherhood lol nahh bitch my nuvaring gets put in every month lol 🙅,1
11848,cool guess i'm the first person to take pristiq in the whole world ever maybe i'm the guinea pig i'll let you guys know how that works out.,1
8558,"anwaar just said this out of nowhere, what a freaking weirdo - ""depression can hurt, cymbalta can help"". @USER_________",1
129,i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.,0
580,@USER_________ @USER___ i haaaated trazodone. don't be afraid to ask doc for something else if side effects continue. gave me migraines.,0
9556,"@USER______: Depression hurts, cymbalta helps ««Really? With all them side effects it got? O.o",1
8471,(0.5-1% neural tube defects).  incomplete data exists regarding lamotrigine; therefore it should be avoided until more data is available.,1
1789,"apparently i'm sexually attracted to women who smoke. well played, nicotine-free brain.",1
11565,"@USER__________ Adam don't you think with all of these FDA/EMA misteps, it's leading to the next vioxx scandal.  The ema must have known",1
4361,I've been free of nicotine for... 7 months? #CongratulationsToMe,1
15369,"@USER___________ @USER_____ @USER____ love from me too! Ice, Drain, elevate, rehydrate, diclofenac and a strong mind x #swanlakesurvival",1
15632,"verdict from the doctor is that it's just a stomach bug. imodium and yogurt for the next few days, and both boys should be back to normal.",1
15642,(3)...but i still have to take a metformin pill once a day and i'm still a diabetic. i made an appointment to see a dietician because i...,1
9655,"no matter how many times i do my own shot, i still get nervous &amp; i hate pain... #humira #crohns #thestruggle",1
6103,as propitious anent lozenge have got to nephesh see?,1
6124,2 extra fluoxetine pills &amp; 3 citalopram pills to hopefully make losing a 3 year friendship a bit easier..especially when idk why it's ending,1
1583,(Ann Pharmacother) The Role of Denosumab for Prevention of Skeletal-Related Complications in Multiple Myeloma HTTPURL__________________________________________________________________ …,1
9199,@USER______ physicians practicing current guidelines use effient over plavix. problem with effient is that it must be taken twice a day.,1
7364,ouch! it bloody hurt. but quite excited about prospects. #humira,1
5624,I need mimi to clear her throat and suck on a lozenge,1
943,so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!,0
10322,levaquin is the most useless antibiotic ever!,1
15923,@USER_______ i use xopenex (?) for that reason. way less crazy-inducing for me.,1
3145,"Finna dip PTA Cipro,new company on the lure, Congress Of Limpopo People,has tenders for days,Guess whose is Bizzare? Yeah Juju!!",1
14381,i also want a lunesta,1
13168,#colorado #veterinarians:we compound buprenorphine by rx in 10ml inject vial. also oral suspension &amp; transdermal gel. info call 800-595-7565,1
3255,Dahill depression hurts cymbalta can help,1
17099,this tamiflu commercial makes me giggle every single time. everything is just so tiny! lol idk.,1
1423,@USER_____ if i were to find you at paxil would you let me stroke your beard? #beingacreep,1
5135,@USER________ @USER__ @USER___ and find the cheaper flight tix :c,1
12857,"do any #pots pts have experience with symbicort for airway (not pots)? #potsprobs. #spoonies, please rt",1
9765,cymbalta isn't trustworthy.,1
4683,#seroquel is my best friend.  She sure knows how to calm me the fuck down.,1
2865,This vyvanse is amazing!!! Fuck adderal,1
12646,OMG - retail cost of fluticasone 500mcg for COPD in the USA is $194 per month. Tough times is you don't have insurance.,1
4197,Just arrived at Gatwick. Extra legroom seats on the plane to the Dominican Republic. Anyone got cipro going spare? #delhibelly,1
15495,i dont have asthma anymore!!!i just take preventable advair cause i smoke a pack n' half a day.i get it for free,1
12779,Sucking on an empty ventolin inhaler certainly helps improve lung capacity....wheeeeeeze,1
6595,"I need some abx. Anyone got some laying around? I prefer levaquin, but will settle for anything except flagyl because I like beer.",1
10769,@USER_____ off bp meds after dropping 55lbs low carb w/ cardio trng. my doc says most patients just want pill(s) nuts! bystolic sux!,1
5149,“@USER_____: Bananas contain a natural chemical that can make a person happy-The same chemical found in Prozac” go eat a banana @USER_______,1
11642,@USER_ lmao i take pristiq,1
11893,"takin adderall and then smokin loud..is the best feelin ever, like frfr.",1
15289,"@USER_______ really though, when used properly (and with the new fda lower-acetaminophen rules) hydro and oxycodone products are pretty safe",1
5328,@USER__________   I'd highly advise you to stay away from Seroquel.  You ain't seen nothin' yet until you eat one of those.,1
6025,@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______,1
5320,I probably need Cymbalta. Lol,1
2488,"@USER_________ it's not relevant. Seriously. Weight gain and tiredness should be better on lurasidone, but other than that, it's individual.",1
6789,"@USER______ yeah, that's the dose i used to be on in combo with lithium and lamotrigine. i'm only on a very tiny dose of q as titrating up",1
7101,rt @USER___________: “wait”  *pops vyvanse*   “now beer me”,1
3054,Laughter is Prozac for the soul. Mike Williams,1
16840,@USER_______ the officer felt that a bottle of oxycodone was a gun handle and killed the guy without any harm done to him smh...,1
16504,@USER__________ This is the greatest truth.  If you were prescribing Methadone you could have 1500 patients... Suboxone = 100!  Tragedy,1
5008,"BacterioSTATIC antibiotics disrupt DNA replication, (the bacteria are not killed but CELL DIVISION is HALTED) e.g. Ciprofloxacin",1
10127,"@USER___________ true, but my best friend at junior school was a thalidomide baby, people can be quite awful 😔 x",1
15203,@USER___ is it ventolin or?,1
8667,twitter has a dose of nicotine hidden in it,1
15111,@USER______ oh. now i know. xpenah try. sblum ni.minum air panas perah lime skit. after use ventolin,1
11257,"Onglyza Fails Clinical Trials For Heart Attack, Stroke Prevention #News #AstraZeneca #BristolMyerSquibb",1
10176,@USER_______ thalidomide was found to be dangerous. brain damage from mmr? nope  @USER_______ @USER_______ @USER__________,1
8326,like you're fuckin crazy.. you need prozac,1
8282,FDA rejects NDA for Xarelto to prevent stent thrombosis in ACS patients. (Story to follow in the pm.),1
12724,"30 Days of Hope- Day 12  Deanna; ""I am SYNTHROID FREE and my labs are NORMAL!!! Yes, I used caps, because coming off medications is...",1
15300,"SHAKE YOUR ****ING VENTOLIN BEFORE YOU INHALE, GIRL #DoctorWhoFinale",1
10525,Veeprho Pharmaceuticals s.r.o. is a manufacturer and supplier of all impurities of Moxifloxacin as per pharmacopoeia RRT.,1
5642,@USER________ them crazyyy ones like prob seroquel or crazier!,1
8307,"Side Effects of Levaquin, Cipro May Increase Risk of Kidney Injuries: Study #News #WarningsandStudies #Antibiotics",1
10132,today my adderall has taken me from extreme cleaning my room to reading about flight 370 conspiracy theories. in a matter of like 30 mins. 😳,1
16298,"@USER____ what age did you have surgery? And yeah, I've done humira and remicade. Right now just on methortrexate shots.",1
7197,“@USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @USER__________,1
4453,I guess my kittens a nicotine fiend pic.twitter.com/ZsQsrrW4DZ,1
10285,"the fda has approved a new indication for apixaban (eliquis), the anticoagulant drug manufactured by and",1
13353,$100 million nuvaring settlement finalized,1
8058,"@USER___________ rawr, i'm hoping i don't get humira coz i hate needles. do u find it works for u?? how often do u need it?? xx",1
5468,"2/2:urinary tract infection or pyelonephritis(ciprofloxacin)  postexposure prophylaxis for inhalation anthrax (ciprofloxacin, levofloxacin).",1
5859,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?,1
8382,Eisai pulls #Fycompa from German #epilepsy market following strict G-BA decision to decline recommendation. HTTPURL___________,1
10374,imagine being one of the chemists who didnt recognise the chirality of thalidomide like fuck i could not live,1
3023,#FF RT @USER________ I'm gonna take Cymbalta just for the side effects.,1
13821,"@USER________ @USER________ @USER______ I take norethindrone - it's a pill with no estrogen, same pill every day/no placebos, no periods.",1
10368,Does Express Script have ELIQUIS (apixaban)  in the system ?,1
4684,"@USER________ .... Ciroc Banana Cream Hookah Flavor .... No tobacco, No fire, No nicotine, No odors, and No ashes ...pic.twitter.com/ldjXOxHNxc",1
8091,@USER___ ive been on actemra w/ mtx for 11 mths which works reasonably(not 100%)before that enbrel and cimzia w/mtx which didn't work at all,1
6239,i wish i could adderall or vyvanse everyday i would get so much shit done,1
13583,@USER_________ really need to look into cuts to ccac non coverage of  more and more drugs (i.e. prolia for women only!),1
152,@USER_____ @USER_____ wow paxil sent me into a huge hypo manic mixed episode.,0
269,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well.",0
963,#restlesslegs #quetiapine,0
3217,"@USER_________ Victoza & Novo Nordisk,keeping the contracts even after all this. Forbes says the butter queen is worth 17 million.",1
7808,I am now on 2 types of steroids :( grrr... Preds for another 4wks and this new 1 for another 6wks.. humira take over in between!,1
944,"@USER________ also, ""meth mouth"" is really poverty mouth. u don't c when people take it for adhd. nor in prozac, which similarly dries mouth",0
820,@USER________ i cannot be in the sun! #levaquin,0
16778,"For those following the progress of my artPLAGUE chest infection, using less ventolin and breathing a lot easier! The power of #CheekToCheek",1
10758,speaking of upping meds i think i might get my adderall upped a little bit,1
7875,@USER_______ @USER_________ I think it's called “lozenge rock”.,1
10010,need to get my effexor #gad,1
15149,@USER________ @USER____ Prayer can't help you now... you ate it! lol Imodium is your only hope.,1
6263,fda investigating 2 unexplained deaths linked to zyprexa,1
5113,NICOTINE FREE DAY IS TRUE. NOWHERE'S SELLING. @USER________,1
4034,I started on new treatment (Tysabri) in early 2010 which has been a very good for me. There has been great advances in treatment in 8 years,1
4117,@USER_________ Be completely honest with them about your concerns. It's your health! Have you talked to people on Humira to find out more?,1
978,i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.,0
13443,Its been a long time since I had a girls night out...Me and Tammy Viox is going to get our 80's hair on with Aerosmith tonight!,1
12145,@USER_________ .............EXCUSE ME I THINK I'M STILL LOOPY FROM THE VIIBRYD PLEASE SAY THAT AGAIN,1
6696,"if i eat the whole bottle of prozac, will i die of happiness??",1
1848,"adverse reactions to ssris may include anxiety , insomnia, and paroxetine ,orthostatic hypotension may occur.",1
1450,@USER___ @USER__________ u took a lot of seroquel sweetie. im sure that's what the doctors told you too.u were on a ventilator in hospital.,1
