text,label,label_text
Chinese Firm To Buy IBM #39;s PC Business For \$1.75 Billion BEIJING -- China #39;s biggest computer maker said it has acquired a majority stake in IBM #39;s personal computer business for \$1.75 billion dollars in one of the biggest Chinese overseas acquisitions ever.,2,Business
"EU Gives Oracle Green Light To Buy PeopleSoft It looks like only relatively minor administrative tasks stand between the two companies becoming one. By TechWeb News. The European Union has approved Oracle #39;s takeover of PeopleSoft, bringing the deal closer to completion.",2,Business
"Oil Ends Nearly \$2 Down  NEW YORK (Reuters) - Oil prices slid nearly \$2 a barrel to  end at 7-week lows on Tuesday, as growing signs of ample supply  eased concerns over fuel stocks for the northern winter.",2,Business
"Crude prices to go up with upsurge int #39;l demand LONDON, August 28 (IranMania) - Iran #39;s OPEC governor said Friday that the high oil prices will continue to go up if the situation in Iraq deteriorates, stressing that the Iraqi crisis has coincided with an upsurge in the global demand for crude.",2,Business
"A Microsoft deal gets full EU inquiry BRUSSELS The European Commission has opened an in-depth investigation into Microsoft #39;s and Time Warner #39;s plans to jointly acquire ContentGuard Holdings, a specialist in software that protects digital material from counterfeiting, a commission spokeswoman ",2,Business
"Semiconductor Sector Sends Stocks Lower US stocks fell on Thursday, led by a decline in the technology sector following a batch of sales warnings from chip makers and a jump in oil prices to nearly \$43 a barrel.",2,Business
"Oracle Secures Nearly 61 PeopleSoft Shareholder Backing Oracle has won backing from slightly more than 60 of PeopleSoft Inc. shareholders in its \$9.2 billion hostile takeover. Friday evening, the software maker announced that 228.7 million out of the roughly 376 ",2,Business
Telstra announces \$750m share buy back Telstra Corp has announced a \$750 million off-market share buy-back as part of its capital management program. Telstra expects to return \$1.,2,Business
"Oil Slips But Holds Over  #36;53 (Reuters) Reuters - U.S. oil prices fell for a second session\on Tuesday on worries that high energy costs may crimp economic\growth, but crude remained firmly planted above  #36;50 a barrel on\persistent fears of a winter supply crunch.",2,Business
Stocks Rise on Sprint/Nextel Merger Talk  NEW YORK (Reuters) - U.S. stocks ended higher on Thursday  as investors hoping for a year-end rally bought shares.,2,Business
"Search engines develop personal touches for Web surfers ways to easily track and store Internet searches -o make online research easier and more productive. On Tuesday, No.",2,Business
"Circuit City Second-Quarter Loss Narrows to 6 Cents a Share Circuit City Stores Inc., the No. 2 US electronics chain, said its second-quarter loss narrowed to \$11.9 million as the company sold more plasma-screen televisions and benefited from the acquisition of a Canadian retailer.",2,Business
"SEC Seen Making Google IPO Effective WASHINGTON (Reuters) - The US Securities and Exchange Commission is expected to declare the initial public offering registration of Google Inc. (GOOG.OQ: Quote, Profile, Research) effective after 4 pm (2000 GMT), sources familiar with the matter said on ...",2,Business
"Oracle says its software gaining on rival SAP San Francisco, December 7: Oracle Corp on Monday said it believes its business software applications, an area that has lagged the rest of the company, are gaining ground against market leader SAP AG of Germany.",2,Business
"Imperial Tobacco #39;s parent company has strong quarter Cigarette making giant British American Tobacco PLC, owner of Canada #39;s largest tobacco producer, reported a 60 per cent jump in third quarter net profit Tuesday, thanks partly to lower taxation charges.",2,Business
"Computer Associates to Fire 800, Trim Product Line (Update3) Computer Associates International Inc., the software maker operating under government oversight after an accounting scandal, will fire 800 workers, or 5 percent of its employees, as the company trims its product line.",2,Business
"Unilever to close UK Birds Eye plant, 600 jobs lost LONDON (CBS.MW) -- Anglo-Dutch giant Unilever (UK:ULVR) said it will close its Birds Eye frozen food brand factory in Grimsby, UK with a loss of 600 jobs.",2,Business
"Schwab said to sell capital markets business to UBS LONDON (CBS.MW) - US stock futures were tracking lower on Monday, indicating expectations for a weaker start despite a couple of anticipated deals.",2,Business
"Uh-Oh! SpaghettiOs switches brands  quot;Uh-oh, SpaghettiOs! quot; The iconic kids pasta that has made mealtime easier for countless American families for four decades is getting a face-lift, and its once-popular Franco-American brand is being consigned to history.",2,Business
"Agency seeks recall of 600,000 Dodge trucks WASHINGTON - Federal safety regulators want 600,000 Dodge Durangos and Dakota trucks recalled because their wheels could fall off, but the auto maker doesnt believe the defect is dangerous, a company spokesman said.",2,Business
Stocks Set to Fall Amid High Oil Price  NEW YORK (Reuters) - U.S. stocks are poised to fall for a  second-straight day on Friday on concerns the economy and  corporate profits will slow after crude futures touched another  record and inched toward \$50 per barrel.,2,Business
WTO OKs Trade Sanctions Against U.S. (Reuters) Reuters - The European Union and its  allies got\the go-ahead on Tuesday to impose some  #36;150 million in\sanctions on U.S. goods in a dispute that could stir trade\tensions ahead of the U.S. elections.,2,Business
"7-Eleven enhances prepaid cellphone service 7-Eleven Inc. , the convenience store chain that launched its own prepaid cellphone brand last spring, is rolling out two big enhancements this week in New England markets: premium handsets with cameras and FM radios, and minutes that don't expire for a full year.",2,Business
"Update 1: Solectron Narrows Loss, Sales Up 23 Pct. Solectron Corp., which manufactures electronics sold under other brands, reported a narrowed loss for its latest quarter as margins and revenue both improved from last year.",2,Business
Alitalia union may agree job cuts A union leader at Alitalia says for the first time that he may consider job losses to help secure the future of the troubled Italian carrier.,2,Business
Textile limits imposed to ease trade concerns Textile concerns among China #39;s trading partners in the coming integration of global trade have made the nation determined to control its exports.,2,Business
"Tribune Profit Stumbles on Scandal Costs Tribune Co. (TRB.N: Quote, Profile, Research) on Thursday said quarterly profit slumped 32 percent, hurt by costs to reimburse advertisers after a circulation scandal ",2,Business
"Novell vs. Microsoft, Again belmolis writes  quot;As they promised, Novell has filed suit against Microsoft over WordPerfect. Here #39;s the complaint, and here is Microsoft #39;s press release in response.",2,Business
"Rising Costs Cut Cott #39;s Drink Profit Cott Corp. (BCB.TO: Quote, Profile, Research) (COT.N: Quote, Profile, Research) , the world #39;s largest maker of store brand drinks, reported a 14 percent fall in third-quarter earnings and ",2,Business
"US takes Airbus dispute to WTO The US government asks the World Trade Organisation to step in to stop EU member states from ""subsidising"" planemaker Airbus.",2,Business
"Durable-goods orders up; new-home sales down WASHINGTON - Factory orders for costly manufactured goods in July recorded the biggest gain in four months. Meanwhile, new-home sales slid, according to a pair of reports that offered a mixed picture of economic activity.",2,Business
Convictions in Enron fraud trial Four former Merrill Lynch employees and an ex-Enron executive are found guilty of artificially inflating the energy firm's profits.,2,Business
Wall Street stocks end higher on strong company earnings Wall Street stocks rose Thursday as National Semiconductor Corp. #39;s strong earnings results soothed investors #39; worries over higher jobless rate and rising oil prices.,2,Business
Gunning to be BMOC Ralph Lauren's latest designs didn't debut on catwalks in New York or Paris but inside a narrow storefront on Newbury Street.,2,Business
"Exit Blog, Enter Legg A high-profile departure and a higher-profile purchase mean nothing ever gets boring at Google.",2,Business
"Update 1: Hershey 3Q Profit Climbs 16 Percent Candy maker Hershey Foods Corp. on Wednesday said new products and favorable pricing sweetened its third-quarter profit, which surged 16 percent and topped Wall Street expectations.",2,Business
"Tribune Profit Seen Below Wall St. Views  NEW YORK (Reuters) - Publisher and broadcaster Tribune Co.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TRB.N target=/stocks/quickinfo/fullquote""&gt;TRB.N&lt;/A&gt; on Wednesday said third-quarter earnings would lag Wall  Street estimates because of lower-than-expected publishing and  broadcasting revenue.",2,Business
"Is Marsh #39;s board responsible for its troubles? The company is wrestling with its third scandal in just over a year, raising questions about whether board members were doing an adequate job.",2,Business
"Cokes latest idea falls flat LAUNCHED in a fizz last summer C2, Coca-Colas low-carb, low-calorie beverage, was supposed to usher in a new era of soft drinks and hard profits at the Atlanta-based soft-drinks giant.",2,Business
Dollar Rises Vs Euro After Asset Data  NEW YORK (Reuters) - The dollar gained against the euro on  Monday after a report on flows into U.S. assets showed enough  of a rise in foreign investments to offset the current account  gap for the month.,2,Business
"Import Prices Rise Less Than Expected (Reuters) Reuters - The cost of goods imported into the\United States rose by a smaller-than-expected 0.2 percent in\September, a government report showed on Thursday, as petroleum\import costs rose a modest 0.6 percent.",2,Business
Profit From Management Integrity Laser manufacturer Candela's management avoids taking the easy way out to explain shortfalls.,2,Business
"Japan stocks close higher TOKYO: Japan #39;s Nikkei average inched higher on Thursday, helped by gains in steel producers like JFE Holdings after Nissan Motor said it was suffering from a shortage of steel.",2,Business
Attorney says ATA expected to file bankruptcy Tuesday INDIANAPOLIS An attorney says the parent company of the nation #39;s tenth-largest airline is expected to file for bankruptcy today.,2,Business
"World #39;s largest steelmaker formed ROTTERDAM - Dutch-Indian steel group Ispat International announced on Monday that it had agreed to merge with Dutch LNM Holdings and US International Steel Group to form the world #39;s largest steelmaker, which would be known as Mittal Steel.",2,Business
"Phil Knight to resign as CEO of Nike Worldwide athletic-goods giant Nike, Inc. announced Thursday that University alumnus and current Chairman and Chief Executive Officer Philip H. Knight will step down as CEO, effective Dec. 28.",2,Business
"British Gas bills to rise The energy provider said household gas bills would rise by 12.4 per cent and electricity by 9.4 per cent from September 20. The company blamed the increases on the record price of wholesale gas, which also impacts on the cost of producing electricity.",2,Business
"India test-fires BrahMos BHUBANESHWAR: India carried out its sixth test-fire of the BrahMos supersonic cruise missile on Wednesday, defence officials said.",2,Business
"Executive's death stuns State Street  The chief executive of State Street Global Advisors, Timothy B. Harbert, died of a heart attack on Tuesday night, the company said yesterday. He was 53.",2,Business
Oil Rises on Winter Weather Worries  LONDON (Reuters) - Oil prices rose sharply on Friday as  worries a cold spell in the United States could erode already  depleted winter fuel inventories spurred the market higher.,2,Business
"Calpers replaces activist president Sean Harrigan, a longtime union official and one of the nation's most outspoken advocates for corporate governance reform, was ousted yesterday from his post as president of the \$177 billion California Public Employees Retirement System.",2,Business
Do Newspapers Make Good News Look Bad? Two economists argue that economic reporters slant the news unequivocally in favor of the Democrats.,2,Business
South Africa SABMiller had a gain of \$96 million from selling its 29.4 percent of Harbin Brewery Group to Anheuser-Busch Cos. and a gain of \$239 million from the disposal of 21 percent of South African retailer Edgars Consolidated Stores Ltd.,2,Business
"Oil price surge  #39;threatens global growth #39; The German finance minister, Hans Eichel, today warned that global growth would be at risk if oil prices remained at their current levels.",2,Business
"Lihir Gold More Confident FY Output Target To Be Met -2- MELBOURNE (Dow Jones)--Papua New Guinea-based miner Lihir Gold Ltd. (LIHRY) on Monday said production of 155,002 ounces of gold for the third quarter exceeded expectations.",2,Business
"General Mills cereals to go whole grain Responding to a national push to make whole-grain consumption a public-health priority, General Mills Inc. announced it will make all of its Big G breakfast cereals with whole grain.",2,Business
"Computer Associates To Acquire Security Company Netegrity Computer Associates has signed an agreement to purchase Netegrity, a provider of security software, in a deal valued at approximately \$430 million.",2,Business
"Lehman Near Deal on Enron Lawsuit-Source (Reuters) Reuters - Lehman Brothers Holdings Inc. \has tentatively agreed to pay  #36;222.5 million to settle an\investor lawsuit over its role as an underwriter for Enron\Corp., a person familiar with the situation said on Thursday.",2,Business
Automaker Invests US\$210 in Mexican Plant German-American auto maker DaimlerChrysler AG said Thursday it will invest US\$210 million (euro168 million) to update an assembly plant in the northern Mexican state of Coahuila.,2,Business
"Union agrees to Karstadt job cuts Struggling German department store KarstadtQuelle reaches agreement with its main union to cut 5,500 jobs,  a move which should help save  it 760m euros.",2,Business
"Phone line alchemy: Copper into fiber KELLER, Texas--Rick Montey and his two-worker crew want to present a new image of the local phone company: prompt, friendly and hands-on helpful.",2,Business
Coca Cola launches bid for SPC Coca-Cola Amatil is offering cash or shares in a scheme of arrangement that values the ordinary equity of SPC Ardmona at just over \$480 million.,2,Business
"Oil Falls; OPEC Says Market Well-Supplied Oil prices eased further on Tuesday, as the head of OPEC cartel said that markets were well-supplied with crude and traders continued to take profits from this year #39;s 40 percent rally.",2,Business
"10.45am Market Update European stock markets mostly rose in early dealing this morning, buoyed by a strong overnight rally by Wall Street. US stocks rebounded, winning support from a sharp drop in crude oil prices and positive broker comments regarding the technology sector.",2,Business
"Constellation Agrees to Acquire Robert Mondavi for \$1 Billion Constellation Brands, which owns a broad portfolio of beer, wine and spirits brands, signed an agreement yesterday to acquire the California wine pioneer, the Robert Mondavi Corporation, for about \$1 billion.",2,Business
"Update 2: Marsh Seeks Incentive Fees for Settlement Marsh  amp; McLennan Companies Inc., the insurance brokerage giant, is looking to collect about \$230 million in incentive fees at the heart of a bid-rigging probe by New York authorities as a way to help fund a possible settlement over the questioned fees.",2,Business
Boeing Beware Boeing (NYSE: BA) needs to watch its back because Airbus is determined to keep its lead in commercial aircraft. The Wall Street Journal reported Thursday that Airbus is getting ,2,Business
"Disney Aims to Find Eisner Successor  LOS ANGELES (Reuters) - The Walt Disney Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DIS.N target=/stocks/quickinfo/fullquote""&gt;DIS.N&lt;/A&gt; board  of directors on Tuesday said it expected to find a chief  executive to succeed Michael Eisner by next June and would  consider both outside executives and Disney President and Chief  Operating Officer Bob Iger for the position.",2,Business
Damning report on EU economic ambitions under fire BRUSSELS - European Union leaders got a wake up call this week as a high-level report warned the bloc must run just to stand still in global competitiveness rankings.,2,Business
"After Months of Hoopla, Google Debut Fits the Norm In the stock #39;s first day of trading, investors bought, sold and flipped shares at a furious pace, with the price ending just above \$100 - 18 percent above where it started. ",2,Business
"Fannie Mae Whistle-Blower Won't Testify &lt;p&gt;&lt;/p&gt;&lt;p&gt; WASHINGTON (Reuters) - A former Fannie Mae employee whogave U.S. regulators information about alleged accountingirregularities will not testify as planned before acongressional hearing next week, the committee said Friday.&lt;/p&gt;",2,Business
"UPDATE 2-United to cut US flights, focus on international United Airlines said on Wednesday it would reduce US flights and increase capacity on more lucrative international routes as part of its aggressive cost-cutting campaign to emerge from bankruptcy.",2,Business
"Nortel gets US\$1B share of new Sprint contracts Sprint Corp., the third-largest wireless phone company in the US, doled out US\$3 billion worth of contracts Tuesday to long-time suppliers Lucent Technologies, Nortel Networks and Motorola.",2,Business
"Freddie Mac May Face SEC Civil Action  LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws.",2,Business
"Intel shows off next-generation chips SAN FRANCISCO (CBS.MW) -- Trying to get past its recent execution setbacks, Intel demonstrated a working chip using its next-generation manufacturing technology Monday, and also stated that it is on track to continue with Moore #39;s Law, doubling the number ",2,Business
"Anheuser Profit Up on Price Hikes, Growth  NEW YORK (Reuters) - Anheuser-Busch Cos. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BUD.N target=/stocks/quickinfo/fullquote""&gt;BUD.N&lt;/A&gt;, the  largest U.S. brewer, said on Wednesday quarterly profit rose on  price increases for brands such as Bud Light and strong growth  in its international business, which benefited from the  acquisition of Harbin Brewery in China.",2,Business
"Direction-Free Data Sends Treasuries Down  NEW YORK (Reuters) - Treasury debt prices ticked lower on  Tuesday in a classic ""buy-the-rumor, sell-the-fact"" reaction as  a reading on U.S. retail consumption proved not as weak as some  in the market had been betting.",2,Business
IMF lets Argentina defer \$1.1 billion in debt. The International Monetary Fund on Friday granted an Argentine government request to defer \$1.1 billion in debt repayments that Buenos Aires was scheduled to make between now and January.,2,Business
"Tech Warning, Higher Oil Weigh on Asia (Reuters) Reuters - Asian share markets were trapped in\narrow ranges Tuesday as oil prices edged higher and after a\warning of lower sales from semiconductor maker Advanced Micro\Devices, which offset upbeat U.S. economic and corporate news.",2,Business
"UPDATE: Australia #39;s WMC Ups Stakes In Xstrata Battle PERTH (Dow Jones)--Trying to derail Xstrata Plc. #39;s (XTA.LN) hostile takeover bid, WMC Resources Ltd. (WMR.AU) Thursday said it will return up to A\$1 billion to shareholders ",2,Business
"Broker #39;s Directors Used Partnerships for Private Profits Board members and senior executives of Marsh  amp; McLennan, the giant insurance broker that has been accused of cheating customers, put millions of dollars into a partnership that profited by ",2,Business
"Away on Business: Expanding Your Horizons  NEW YORK (Reuters) - If traveling is an education,  corporate frequent flyers hold an advanced degree. Still, for  those who want to keep learning, hotels along the way provide  opportunities in subjects as diverse as French cooking, Arabic  lessons or Zen art.",2,Business
"International Paper Has Loss After Charge  NEW YORK (Reuters) - International Paper Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IP.N target=/stocks/quickinfo/fullquote""&gt;IP.N&lt;/A&gt;, the  world's largest forest products company, on Tuesday reported a  third-quarter loss after charges for the write-down of Canadian  assets.",2,Business
"Examiners Asked to Wait Before Taking Bank Jobs The nation's top bank regulator asked examiners to avoid going to work for banks they supervise for at least a year after leaving the government, but acknowledged he lacks the authority to make such a restriction mandatory.",2,Business
"Santander may cut 4,500 jobs as part of 8bn Abbey National &lt;b&gt;...&lt;/b&gt; Emilio Botin, head of Banco Santander Central Hispano, is today expected to tell union officials that the Spanish bank #39;s 8bn takeover of Abbey National might cause up to 4,500 job losses over three years.",2,Business
"Oil Giveth, Oil Taketh Away With the stock market looking to start a fourth week of gains, another drop in oil prices gave aid to some stocks Monday but pulled the rug out from under others.",2,Business
"Brown may miss target, PwC says Gordon Brown may miss his golden rule on public borrowing because of a shortfall in corporate tax revenues, a new study says.",2,Business
"California OKs WellPoint-Anthem deal WASHINGTON (CBS.MW) -- California Insurance Commissioner John Garamendi said he dropped his opposition Tuesday to the merger of Wellpoint Health Networks and Anthem, adding the two health insurance giants met his criteria in order to complete the deal.",2,Business
Federal surplus is good news The shouts of astonishment and outrage echoed from every part of the country yesterday as Canadians contemplated the newly announced federal government budget surplus: \$9.,2,Business
"Branson Predicts Price War as Virgin Adds Sydney Flights Virgin will use Airbus A340-600 aircraft on the London-Sydney route, but plans to increase capacity by using Boeing 747s or adding a second daily service.",2,Business
"Sarkozy says UK cannot  #39;change its address #39; and ignore Europe Britain should look to Europe rather than the US for its economic destiny, the French Finance Minister said yesterday as Gordon Brown launched a scathing attack on the euro system.",2,Business
"Hardie board protecting chief exective, say unions TONY JONES: Unions and asbestos victims have accused the James Hardie Board of protecting the chief architects of its underfunded compensation trust.",2,Business
"CA to Choose IBM Vet as CEO Looking to regain its footing, Computer Associates (Quote, Chart) will reportedly tap IBM (Quote, Chart) veteran John Swainson as CEO.",2,Business
"Celebrity Might End Up In Florida A high profile celebrity may serve her prison sentence right here in North Central Florida. Martha Stewart could be coming to the small town of Coleman, Florida.",2,Business
"Oil Rebounds \$1 as Heating Supplies Fall Oil prices rebounded from seven-week lows Wednesday, jumping \$1 as a drawdown in US heating fuel stocks rekindled worries about thin supply levels ahead of the northern winter.",2,Business
Disappointing Earnings Send Stocks Lower Disappointing earnings from Morgan Stanley and a new spike in oil prices sent stocks lower in early trading Wednesday as investors #39; worries over third-quarter earnings increased.,2,Business
"State Street Research acquired A historic name in mutual funds will soon vanish from Boston #39;s investing scene, with BlackRock Inc. #39;s agreement yesterday to acquire State Street Research  amp; Management ",2,Business
Sugar industry wary of commerce nominee WASHINGTON  - The US sugar industry is taking a wait-and-see attitude toward the nomination of Kellogg Co. Chief Executive Carlos Gutierrez to be the new secretary of the Commerce Department.,2,Business
"Nfld. oil spill more serious than originally thought ST. JOHN #39;S, Nfld. -- An oil spill on Newfoundland #39;s Grand Banks is larger than first reported. The Canada-Newfoundland Offshore Petroleum Board now says that up to 1,000 barrels of oil may have spilled into ",2,Business
"First US flight to Vietnam for 30 years For the first time since the war ended nearly 30 years ago, a US passenger jet landed in Vietnam today. United Airlines Flight 869 took off from San Francisco yesterday and arrived in Ho Chi Minh City, formerly ",2,Business
"Blockbuster Offers to Buy Hollywood Chain  CHICAGO (Reuters) - Blockbuster Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BBI.N target=/stocks/quickinfo/fullquote""&gt;BBI.N&lt;/A&gt;, the largest  U.S. video rental chain, on Thursday said it has contacted  Hollywood Entertainment Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLYW.O target=/stocks/quickinfo/fullquote""&gt;HLYW.O&lt;/A&gt; about acquiring its top  rival for \$700 million.",2,Business
"Natural gas giant Gazprom to participate in Russian auction of key &lt;b&gt;...&lt;/b&gt; The nascent petroleum division of natural gas giant Gazprom will bid for the crown jewels of the battered Yukos oil empire, its chief said Tuesday - a widely anticipated move that could put the heart of the company jailed billionaire Mikhail ",2,Business
"Sprint Up, Nextel Down on Merger Talks  PHILADELPHIA (Reuters) - Shares of Sprint Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FON.N target=/stocks/quickinfo/fullquote""&gt;FON.N&lt;/A&gt;  jumped on Friday as the telephone company continued merger  negotiations with Nextel Communications Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NXTL.O target=/stocks/quickinfo/fullquote""&gt;NXTL.O&lt;/A&gt; for a  deal that would combine the No. 3 and No. 5 U.S. wireless  service carriers.",2,Business
"Long-Short Funds Have Uneven Record (Investor's Business Daily) Investor's Business Daily - At a time when rapid growth in hedge funds might suggest that their mutual fund counterparts -- long-short funds -- would also prove popular, few investors seem to have much appetite for mutual funds they can sell short.",2,Business
"Charles Schwab Corp. to Pay \$350,000 Fine  NEW YORK (Reuters) - Charles Schwab Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SCH.N target=/stocks/quickinfo/fullquote""&gt;SCH.N&lt;/A&gt; on  Tuesday said it had agreed to pay a fine of \$350,000 to settle  SEC enforcement proceedings related to the processing of mutual  fund orders.",2,Business
"Europe Unlikely to Win US Agreement on Halting Euro #39;s Surge European officials, blaming US deficits for a surge in the euro, are unlikely to persuade Treasury Secretary John Snow to help support the dollar when the Group of 20 finance ministers and central bankers meet in Berlin.",2,Business
Indians fill rail skills shortage Network Rail flies in specialist Indian engineers to work on the West Coast Mainline because of a UK skills shortage.,2,Business
US to Provide Limited Oil to Refineries The Bush administration announced Thursday it would provide US refineries with limited quantities #39; #39; of crude oil from the nation #39;s emergency stockpile to help offset supply ,2,Business
"Be Happy, Put Retirement Fears to Rest (Reuters) Reuters - If retirement fears were\color-coded, they would be somewhere between orange and red\right now.",2,Business
"Merck to Withdraw Vioxx Because of Heart Risks (Update4) Merck  amp; Co. withdrew its Vioxx painkiller, which generated \$2.5 billion in sales last year, because of a link to heart attacks and strokes.",2,Business
Avon Profit Up on International Sales  CHICAGO (Reuters) - Avon Products Inc. on Friday posted a  better-than-expected 33 percent increase in third-quarter  profit as business in Latin America and Europe helped offset  weakness in the United States for the direct seller of  cosmetics.,2,Business
"BHP coffers grow amid sales, discoveries The company has announced the sale of its part share in the Laminaria and Corallina oil fields to the British-owned Paladin Oil  amp; Gas.",2,Business
" #39;Spyware #39; endangers industry, Dell fears The explosive growth of  #39;spyware #39; has become a  #39; #39;very alarming trend #39; #39; that could scare away computer users and undermine the industry, said Michael George, general manager of Dell Inc.",2,Business
"Wall Street set for soft start Wall Street is set to open lower on Monday, as a dearth of corporate news and wariness ahead of economic data later in the week keep investors out of the market.",2,Business
"Yen Holds Gains as Oil Remains Below \$50  LONDON (Reuters) - The yen steadied on Thursday after  bouncing back from recent lows against the dollar and the euro  as oil prices stepped down from this week's record highs, while  investors awaited key economic data from Japan.",2,Business
"Swisscom Plans Job Cuts, Reports Earnings Telecommunications company Swisscom AG reported Wednesday that third-quarter net income fell 10 percent and said it would cut about 390 jobs, or 2.5 percent of its fulltime work force, next year.",2,Business
"July profit of \$6 million disappoints, United says United Airlines said in a bankruptcy-court filing yesterday that it eked out a \$6 million net profit last month during the middle of the busy summer travel season.",2,Business
"US Consumer Confidence Tumbles in August (Reuters) Reuters - U.S. consumer confidence fell sharply\in August, breaking four straight months of gains, as a\slowdown in job creation and rising oil prices weighed on\sentiment.",2,Business
"Court refuses to pass Halliburton settlement plan A federal judge in Dallas rejected a US\$6 million settlement proposal on Friday in a securities class-action lawsuit against the Halliburton Co, expressing concern that it was neither fair nor adequate.",2,Business
"US November Consumer Prices Rise 0.2; Core Up 0.2 (Update3) Prices paid by US consumers rose for a fourth straight month in November, supporting forecasts that Federal Reserve policy makers will keep raising interest rates.",2,Business
"Unanimous vote to raise British interest rates: official minutes (AFP) AFP - The Bank of England's nine-member monetary policy committee voted unanimously to raise interest rates by 25 basis points to 4.75 percent earlier this month, official records showed.",2,Business
Amex mounts lawsuit over  #39;cards cartel #39; American Express yesterday said it was seeking  quot;billions of dollars quot; in damages from Visa and MasterCard over alleged  quot;illegal and anticompetitive practices quot;.,2,Business
Sony Corp. acquires MGM Studios for \$5 billion MUMBAI: It has been a long-running drama and it is Japanese electronics giant Sony Corp that has come out the winner at the end of it.,2,Business
"Intel to throttle power by enhancing silicon Intel will try to further cut power consumption in its next generation of chips by using improved strained silicon, along with transistors that block power to other circuits, and other added features.",2,Business
"Huge and Proud of It New Enterprise Associates is the biggest stand-alone venture capital operation in the world, and industry critics say the company's girth is a handicap.",2,Business
KPMG to Pay \$10M to Settle SEC Charges Accounting giant KMPG LLP will pay \$10 million to settle Securities and Exchange Commission charges of improper conduct in the firm #39;s audit of the financial statements of Gemstar-TV Guide International Inc.,2,Business
"DJ Sees Profit Shortfall on Weak Ad Sales  NEW YORK (Reuters) - Dow Jones   Co. on Wednesday cut its  earnings forecast for the current quarter, citing weakness this  month in key advertising categories at its flagship newspaper,  The Wall Street Journal.",2,Business
"Boeing, EADS Likely to Make Tanker Bids The Pentagon will hold a competition to replace its aging fleet of refueling tankers, potentially pitting aerospace giant Boeing Co.",2,Business
"Stocks Rise, Oil Falls, Fed Wait Resumes  NEW YORK (Reuters) - Stocks rose on Tuesday as a oil prices  slid below \$48 a barrel, offsetting caution as investors waited  for an expected quarter-point hike in U.S. interest rates and  results from technology bellwether Cisco Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CSCO.O target=/stocks/quickinfo/fullquote""&gt;CSCO.O&lt;/A&gt;.",2,Business
"Stocks Close Up After Strong Jobs Data  NEW YORK (Reuters) - U.S. stocks rose for a third straight  day on Friday in a post-election rally after a government  report showed strong jobs growth last month, boosting hopes  that the economic recovery is taking hold.",2,Business
"European September Inflation Revised Down to 2.1 From 2.2 Inflation in the dozen nations sharing the euro slowed more than initially estimated in September as companies reduced prices to lure customers to the stores, offsetting record energy costs.",2,Business
"Oil Eyes \$44 as Hurricane Nears Gulf  SINGAPORE (Reuters) - U.S. oil prices hovered just shy of  \$44 a barrel on Tuesday, awaiting the arrival of Hurricane Ivan  in the oil-rich Gulf of Mexico, where energy companies had  evacuated thousands of offshore workers and shut some  production.",2,Business
Impact of Spitzer Broker Fraud Charges Felt at Marsh and Beyond New York Attorney General Eliot Spitzer #39;s filing last Thursday of charges against giant insurance broker Marsh for alleged commercial account steering and bid rigging has already had significant impact on Marsh and is expected to reach into the insurance ,2,Business
Treasuries Lower in Data Vacuum  NEW YORK (Reuters) - U.S. Treasuries prices were sucked  lower on Monday as speculators took advantage of a vacuum of  economic news to test the bearish side of recent tight trading  ranges.,2,Business
"Eisner to Leave Disney Walt Disney Co. chief executive Michael D. Eisner announced plans Friday to retire in 2006, ending more than two decades atop what may be the world's best-known entertainment company.",2,Business
"Delta To Cut Wages, CEO Forgoes Pay Delta Air Lines is to cut wages by 10 percent and its chief executive will go unpaid for the rest of the year, but it still warned of bankruptcy within weeks unless more cuts are made.",2,Business
Update 3: Enron Jury Selection Begins in Houston A judge overseeing the first criminal trial involving former Enron Corp. executives told prospective jurors Monday he didn #39;t expect them to have  quot;come out of some hole somewhere quot; and not know of the former energy-trading giant.,2,Business
"Rouse Jumps on General Growth Buyout Commercial real-estate developer Rouse (RSE ) agreed to be acquired by General Growth Properties (GGP ), the No. 2 US shopping-mall owner, in a \$12.6 billion deal, which includes the assumption of \$5.4 billion of existing debt. Terms: \$67.50 cash per ...",2,Business
"Digging Out From One Storm, Hit Hard by Another The lights went out about 2 am Sunday for the Patel family here, just as they did 23 days earlier. Through the night the family listened to the rain dripping into ",2,Business
